TQ,FQ,TS,FS
128,237,432,106
120,273,405,105
230,558,98,17
123,269,406,105
125,287,397,94
201,601,87,14
130,283,393,97
222,576,95,10
138,270,391,104
137,262,406,98
130,292,393,88
143,277,382,101
0,0,682,221
133,282,381,107
108,292,412,91
203,572,113,15
133,284,393,93
158,285,368,92
129,246,425,103
142,268,406,87
221,566,100,16
147,295,370,91
139,281,397,86
123,272,403,105
203,565,119,16
194,590,102,17
132,268,406,97
120,261,420,102
132,277,401,93
119,278,406,100
124,297,393,89
128,268,415,92
133,287,389,94
140,275,401,87
126,281,395,101
229,562,94,18
133,255,430,85
128,310,374,91
119,266,419,99
128,273,397,105
