TQ,FQ,TS,FS
164,322,347,70
143,301,377,82
150,309,347,97
143,312,363,85
143,320,364,76
142,330,358,73
148,332,344,79
151,304,367,81
161,317,344,81
152,314,354,83
143,329,356,75
166,331,328,78
151,327,355,70
154,337,326,86
129,350,354,70
144,302,383,74
153,326,351,73
175,306,347,75
143,298,373,89
156,304,370,73
156,319,347,81
232,600,65,6
150,314,364,75
147,318,357,81
153,317,367,66
135,316,376,76
155,306,368,74
147,309,372,75
142,314,364,83
209,605,79,10
139,315,375,74
156,326,357,64
151,338,338,76
162,328,348,65
143,315,361,84
162,324,332,85
156,302,383,62
0,0,684,219
144,313,372,74
151,317,353,82
