TQ,FQ,TS,FS
138,334,335,96
203,606,72,22
155,399,257,92
135,321,354,93
50,126,558,169
196,600,88,19
58,160,516,169
16,37,634,216
216,562,99,26
147,400,268,88
142,401,284,76
0,0,659,244
205,599,83,16
238,640,23,2
104,333,371,95
48,138,547,170
69,150,527,157
143,317,336,107
120,347,324,112
62,116,558,167
216,587,79,21
71,159,506,167
210,597,81,15
126,380,295,102
125,337,347,94
143,423,269,68
211,587,87,18
200,615,66,22
139,407,271,86
58,135,549,161
62,135,555,151
52,105,578,168
57,116,560,170
67,154,522,160
68,147,529,159
163,396,260,84
2,3,682,216
143,412,272,76
196,559,126,22
52,114,556,181
