TQ,FQ,TS,FS
194,406,263,40
174,432,246,51
148,307,349,99
177,405,270,51
156,329,355,63
204,587,101,11
173,399,277,54
184,429,242,48
189,412,249,53
181,421,247,54
87,188,497,131
95,164,495,149
143,334,348,78
145,329,334,95
156,450,254,43
171,424,261,47
180,434,243,46
191,375,278,59
187,411,260,45
186,415,259,43
117,243,423,120
195,445,220,43
183,422,256,42
181,427,248,47
188,472,212,31
124,296,396,87
170,416,258,59
79,151,530,143
177,396,282,48
170,414,270,49
165,426,264,48
137,321,362,83
162,396,280,65
187,436,240,40
83,169,507,144
92,157,499,155
173,421,264,45
206,589,95,13
73,170,515,145
182,417,253,51
