TQ,FQ,TS,FS
193,465,204,41
178,463,215,47
199,421,235,48
178,469,206,50
174,466,218,45
171,473,215,44
174,460,216,53
185,460,211,47
194,449,212,48
191,460,208,44
174,459,226,44
0,0,659,244
174,481,201,47
192,455,208,48
161,490,214,38
0,0,685,218
174,453,224,52
201,446,207,49
181,443,228,51
0,0,674,229
198,476,190,39
196,441,224,42
187,453,225,38
177,456,219,51
176,465,219,43
166,452,240,45
186,445,229,43
169,439,242,53
184,453,225,41
174,446,238,45
169,454,236,44
183,465,218,37
183,468,208,44
0,0,676,227
182,450,226,45
0,0,656,247
168,452,233,50
171,447,237,48
170,467,218,48
181,458,212,52
