TQ,FQ,TS,FS
184,413,256,50
5,13,665,220
182,383,273,65
171,397,278,57
168,427,257,51
166,415,273,49
166,398,278,61
176,406,265,56
192,402,259,50
174,398,270,61
169,435,250,49
193,424,235,51
173,418,264,48
183,407,256,57
151,453,251,48
169,391,294,49
0,0,677,226
198,396,257,52
171,384,287,61
188,410,264,41
186,399,267,51
194,399,266,44
169,419,259,56
177,414,261,51
172,408,276,47
161,419,273,50
188,390,284,41
170,401,280,52
180,416,262,45
181,406,278,38
157,397,293,56
0,0,683,220
168,410,266,59
185,417,259,42
174,396,280,53
180,405,251,67
175,402,283,43
176,412,272,43
163,406,279,55
179,406,264,54
