TQ,FQ,TS,FS
87,159,510,147
84,215,463,141
1,6,650,246
79,127,548,149
130,370,314,89
80,170,518,135
69,161,515,158
86,182,489,146
153,393,268,89
65,153,515,170
89,184,501,129
79,151,508,165
69,121,561,152
207,544,119,33
82,223,481,117
56,123,562,162
96,201,476,130
71,136,517,179
32,50,621,200
103,224,450,126
73,149,517,164
215,569,96,23
46,93,585,179
158,399,276,70
87,192,492,132
81,187,505,130
80,163,511,149
77,165,516,145
224,660,18,1
135,384,300,84
76,171,519,137
87,206,477,133
196,565,111,31
76,152,524,151
85,203,473,142
76,124,532,171
103,212,473,115
86,195,489,133
131,331,354,87
36,71,599,197
