TQ,FQ,TS,FS
120,204,465,114
195,510,168,30
118,245,411,129
108,216,459,120
196,510,174,23
109,307,381,106
113,234,442,114
114,215,456,118
135,275,386,107
130,280,388,105
106,234,451,112
205,496,163,39
190,525,157,31
104,214,449,136
84,214,490,115
193,505,180,25
114,227,450,112
227,526,127,23
107,184,487,125
117,209,465,112
121,220,446,116
134,271,394,104
118,225,453,107
106,212,463,122
108,211,473,111
98,215,477,113
127,289,385,102
104,210,471,118
106,214,464,119
104,236,448,115
117,300,390,96
170,440,243,50
204,519,157,23
109,210,466,118
107,226,450,120
186,442,214,61
128,281,404,90
100,215,469,119
98,212,473,120
112,219,451,121
