TQ,FQ,TS,FS
199,476,193,35
0,0,678,225
203,463,193,44
182,474,201,46
183,488,196,36
174,485,203,41
182,478,198,45
188,477,194,44
203,459,202,39
189,462,206,46
2,12,673,216
206,488,171,38
188,500,182,33
0,0,663,240
166,523,181,33
181,465,220,37
192,488,189,34
215,473,180,35
186,453,218,46
0,0,674,229
199,477,189,38
213,488,177,25
190,493,185,35
187,479,196,41
181,476,208,38
177,491,201,34
198,462,212,31
180,466,215,42
224,657,21,1
196,487,197,23
175,482,208,38
0,0,683,220
0,0,676,227
200,490,186,27
193,480,196,34
197,468,188,50
2,7,678,216
183,475,209,36
173,479,206,45
196,474,196,37
