TQ,FQ,TS,FS
107,236,433,127
132,319,359,93
126,245,411,121
178,434,241,50
116,247,437,103
161,415,273,54
143,343,333,84
165,389,282,67
153,296,365,89
165,380,288,70
170,453,232,48
117,232,427,127
147,352,330,74
189,459,204,51
133,387,317,66
45,81,604,173
192,519,158,34
60,85,568,190
42,86,585,190
159,300,374,70
152,327,339,85
167,364,301,71
171,436,242,54
97,216,459,131
55,125,559,164
3,3,689,208
160,371,303,69
130,299,382,92
223,668,10,2
52,100,584,167
116,291,399,97
170,428,255,50
9,9,667,218
117,251,425,110
145,323,353,82
171,369,287,76
62,135,550,156
27,54,630,192
164,434,251,54
141,307,363,92
