TQ,FQ,TS,FS
186,434,235,48
187,433,245,38
183,403,253,64
178,418,257,50
174,449,235,45
174,447,241,41
183,426,250,44
177,434,237,55
193,418,243,49
186,420,248,49
177,439,246,41
202,453,206,42
177,442,240,44
185,418,245,55
0,0,704,199
170,404,281,48
0,0,677,226
203,429,224,47
176,414,257,56
190,422,252,39
193,427,239,44
197,412,253,41
177,436,242,48
177,434,241,51
177,432,252,42
171,437,255,40
187,422,252,42
178,422,259,44
192,443,235,33
187,437,247,32
166,431,259,47
182,418,265,38
174,441,235,53
188,438,238,39
181,423,253,46
187,415,241,60
180,414,271,38
182,443,241,37
180,433,252,38
183,418,252,50
