TQ,FQ,TS,FS
62,74,595,172
180,478,200,45
108,187,469,139
177,419,256,51
175,442,242,44
185,513,175,30
210,532,144,17
152,327,344,80
223,538,123,19
157,333,335,78
141,343,342,77
126,235,424,118
143,340,342,78
162,359,304,78
126,344,360,73
137,313,372,81
152,348,329,74
169,329,324,81
148,331,340,84
107,195,479,122
109,197,469,128
122,234,431,116
155,365,313,70
211,550,125,17
143,319,365,76
139,311,381,72
209,558,116,20
209,566,115,13
147,311,367,78
50,92,592,169
134,326,364,79
170,416,267,50
58,89,587,169
50,69,607,177
128,283,393,99
186,421,235,61
44,89,596,174
124,292,392,95
169,431,254,49
187,434,236,46
