TQ,FQ,TS,FS
188,457,212,46
203,502,176,22
0,0,656,247
107,278,397,121
188,534,150,31
141,341,347,74
139,322,354,88
204,531,140,28
214,503,158,28
208,522,146,27
183,484,201,35
181,368,291,63
105,194,488,116
208,507,156,32
165,546,158,34
69,176,509,149
24,45,632,202
169,397,256,81
112,260,411,120
139,307,367,90
212,517,149,25
194,432,233,44
177,457,221,48
105,267,408,123
156,428,256,63
189,540,152,22
80,200,474,149
177,493,188,45
204,529,149,21
194,536,148,25
87,225,465,126
205,556,127,15
202,530,146,25
138,327,349,89
105,223,453,122
130,269,387,117
199,514,171,19
109,255,429,110
74,178,507,144
125,313,357,108
