TQ,FQ,TS,FS
160,365,304,74
204,579,99,21
152,370,286,95
132,336,339,96
35,101,583,184
122,354,334,93
51,127,549,176
51,135,536,181
224,570,91,18
217,572,96,18
200,588,97,18
140,354,305,104
27,66,616,194
164,391,272,76
132,406,298,67
203,588,97,15
137,372,305,89
53,118,535,197
40,121,550,192
218,584,90,11
132,336,330,105
223,553,112,15
154,391,287,71
151,398,277,77
195,572,112,24
123,347,345,88
44,76,598,185
42,115,566,180
209,563,115,16
26,66,618,193
19,58,632,194
43,97,586,177
148,401,275,79
38,54,622,189
57,112,564,170
50,92,564,197
203,600,85,15
194,575,109,25
114,356,329,104
160,395,275,73
