TQ,FQ,TS,FS
178,404,265,56
161,354,324,64
172,371,285,75
171,383,292,57
165,411,273,54
147,372,316,68
158,384,292,69
173,407,264,59
170,361,300,72
231,611,57,4
163,429,256,55
188,421,238,56
170,402,280,51
175,386,277,65
144,424,280,55
152,378,307,66
166,409,268,60
181,380,273,69
167,373,298,65
0,0,674,229
181,387,279,56
190,388,277,48
155,387,291,70
172,400,275,56
0,0,684,219
161,391,301,50
167,379,295,62
158,405,276,64
164,385,293,61
167,390,294,52
154,394,296,59
157,361,322,63
170,401,275,57
171,405,271,56
170,382,294,57
172,394,262,75
160,379,306,58
170,403,281,49
152,375,310,66
174,400,270,59
