TQ,FQ,TS,FS
231,637,32,3
171,507,171,54
190,490,166,57
12,33,642,216
175,520,164,44
159,532,156,56
176,537,139,51
23,40,631,209
195,494,167,47
190,491,177,45
215,656,29,3
196,523,136,48
10,41,641,211
237,639,24,3
196,673,31,3
214,655,30,4
222,653,24,4
17,35,618,233
231,637,34,1
52,160,514,177
234,642,24,3
13,28,637,225
17,31,647,208
225,653,22,3
169,511,173,50
165,515,177,46
17,32,642,212
219,650,31,3
221,653,25,4
212,656,28,7
12,37,653,201
2,2,681,218
225,653,23,2
225,643,33,2
224,647,29,3
17,30,626,230
16,31,654,202
13,26,658,206
2,3,682,216
22,35,635,211
