TQ,FQ,TS,FS
107,172,497,127
95,190,488,130
94,153,503,153
99,178,497,129
97,186,498,122
94,184,504,121
96,182,494,131
104,161,510,128
107,177,484,135
191,467,201,44
103,193,492,115
125,247,412,119
94,192,490,127
107,193,470,133
173,548,156,26
178,462,223,40
224,664,13,2
131,232,421,119
98,159,512,134
185,480,194,44
211,515,151,26
109,169,496,129
88,160,518,137
227,664,11,1
173,463,221,46
93,177,515,118
108,169,505,121
194,516,165,28
104,176,502,121
92,191,493,127
92,172,518,121
100,176,507,120
104,197,479,123
111,191,485,116
92,198,478,135
95,184,472,152
103,174,511,115
216,647,37,3
89,176,509,129
95,176,494,138
