TQ,FQ,TS,FS
212,538,131,22
222,665,13,3
227,531,125,20
200,542,133,28
0,0,684,219
192,551,137,23
201,549,127,26
205,541,130,27
217,530,131,25
208,541,127,27
193,556,129,25
221,547,112,23
0,0,682,221
0,0,663,240
180,588,116,19
198,545,140,20
203,559,118,23
222,530,123,28
0,0,671,232
211,541,133,18
0,0,666,237
220,549,116,18
0,0,678,225
205,541,134,23
195,543,141,24
183,557,135,28
215,549,125,14
201,540,141,21
206,564,114,19
202,539,145,17
189,559,131,24
200,550,133,20
206,548,128,21
0,0,676,227
204,537,139,23
215,532,124,32
194,560,125,24
198,554,130,21
0,0,685,218
207,544,126,26
