TQ,FQ,TS,FS
0,0,669,234
0,0,678,225
196,474,182,51
185,486,189,43
177,500,184,42
175,504,184,40
184,500,176,43
191,489,182,41
3,12,649,239
198,485,183,37
183,510,175,35
208,514,145,36
188,512,170,33
192,477,186,48
163,525,179,36
170,489,196,48
188,487,190,38
210,478,175,40
0,0,671,232
0,0,674,229
200,495,171,37
206,490,175,32
0,0,678,225
186,503,172,42
179,504,180,40
177,488,204,34
0,0,674,229
179,493,188,43
192,503,175,33
190,513,171,29
174,492,198,39
185,485,198,35
173,498,178,54
193,505,171,34
193,500,176,34
200,486,170,47
182,475,210,36
182,501,183,37
174,481,204,44
194,494,176,39
