TQ,FQ,TS,FS
0,0,669,234
0,0,678,225
230,561,95,17
0,0,675,228
0,0,684,219
0,0,688,215
197,576,100,30
232,665,6,0
220,553,108,22
217,558,110,18
0,0,685,218
226,574,85,18
203,581,101,18
211,552,111,29
0,13,691,199
190,555,130,28
5,14,663,221
3,8,645,247
0,0,671,232
0,0,674,229
0,0,666,237
238,655,10,0
0,0,678,225
0,0,675,228
0,0,684,219
0,0,692,211
210,567,107,19
194,562,119,28
204,572,106,21
206,571,113,13
0,0,690,213
0,0,683,220
0,0,676,227
215,579,97,12
212,566,110,15
218,553,103,29
202,575,110,16
195,570,114,24
0,0,685,218
5,16,654,228
