TQ,FQ,TS,FS
124,219,450,110
195,512,166,30
112,207,449,135
119,219,456,109
115,234,450,104
202,584,104,13
111,232,444,116
218,554,117,14
131,203,458,111
127,206,462,108
110,231,454,108
235,541,118,9
208,575,107,13
109,189,474,131
100,241,463,99
106,219,466,112
116,236,441,110
134,211,442,116
202,515,156,30
214,571,103,15
132,224,442,105
227,571,94,11
118,220,458,107
107,187,488,121
117,212,472,102
113,221,471,98
207,569,105,22
113,219,462,109
212,575,103,13
122,225,459,97
186,547,143,27
118,222,461,102
209,567,109,18
113,236,440,114
110,240,436,117
117,233,423,130
194,532,153,24
121,227,457,98
188,523,162,30
117,213,457,116
