TQ,FQ,TS,FS
201,452,217,33
190,467,211,35
204,432,224,43
178,460,215,50
186,470,214,33
178,465,223,37
190,453,223,37
190,444,227,42
204,438,223,38
196,447,221,39
179,475,210,39
204,454,205,40
185,459,223,36
196,451,212,44
161,503,201,38
188,457,228,30
190,456,221,36
206,452,201,44
190,436,235,42
195,453,221,34
201,462,204,36
208,433,232,30
198,458,220,27
195,452,223,33
181,461,223,38
172,476,216,39
197,438,236,32
185,426,255,37
193,473,205,32
192,469,215,27
175,470,220,38
187,455,228,33
0,0,676,227
197,472,204,30
194,450,226,33
203,449,207,44
185,455,230,33
183,460,224,36
176,463,222,42
193,452,218,40
