TQ,FQ,TS,FS
221,567,102,13
214,596,82,11
0,2,654,247
209,579,96,19
4,6,678,215
4,5,683,211
5,7,669,222
216,576,95,16
221,571,90,21
3,5,663,232
201,588,97,17
226,576,83,18
209,588,94,12
5,3,660,235
190,613,91,9
199,577,108,19
210,587,90,16
1,6,647,249
214,576,95,18
217,576,98,12
5,3,663,232
5,6,659,233
215,590,88,10
216,571,104,12
4,7,677,215
195,594,98,16
211,570,104,18
5,6,675,217
216,596,82,9
204,581,103,15
3,8,682,210
207,585,98,13
211,581,95,16
218,591,85,9
3,3,673,224
227,575,81,20
1,7,678,217
202,593,91,17
200,585,100,18
214,572,98,19
