TQ,FQ,TS,FS
142,318,351,92
80,158,520,145
84,144,512,163
143,313,362,85
111,306,378,108
107,284,404,108
225,669,7,2
138,306,365,94
139,312,349,103
76,153,515,159
82,162,523,136
65,124,535,179
82,154,528,139
141,323,340,99
74,165,539,125
0,2,683,218
76,146,531,150
67,116,537,183
82,155,516,150
150,368,306,79
217,597,69,20
57,116,549,181
66,145,533,159
71,162,513,157
78,168,516,141
128,381,311,83
70,138,536,159
130,290,391,92
131,323,355,94
124,325,359,95
210,682,8,3
70,152,531,150
138,328,348,89
72,163,513,155
81,132,544,146
86,149,507,161
143,326,359,75
120,329,355,99
131,328,357,87
94,154,516,139
