TQ,FQ,TS,FS
223,609,60,11
50,102,576,175
59,105,551,188
108,253,422,120
93,272,412,126
63,103,585,152
212,610,66,15
114,256,415,118
106,265,396,136
105,239,429,130
110,259,426,108
57,106,553,187
111,262,420,110
227,603,60,13
43,107,597,156
36,109,576,182
112,245,432,114
127,251,402,123
45,100,571,187
50,101,573,179
53,110,556,184
53,89,576,185
35,94,584,190
98,262,413,130
111,264,420,108
107,272,420,104
41,82,592,188
0,0,681,222
117,281,397,108
99,274,410,120
92,253,437,121
57,107,576,163
106,252,424,121
51,110,566,176
56,99,577,171
235,612,44,12
207,626,59,11
98,264,420,121
117,275,410,101
113,256,414,120
