TQ,FQ,TS,FS
141,303,366,93
121,291,387,104
76,203,453,171
124,304,371,104
196,519,165,23
113,312,376,102
88,219,457,139
0,0,671,232
88,239,422,154
193,505,163,42
88,213,472,130
88,188,471,156
213,630,52,8
225,587,76,15
151,476,228,48
71,220,465,147
216,618,59,10
115,267,386,135
76,152,519,156
209,550,124,20
182,454,212,55
148,404,261,90
177,435,243,48
193,524,151,35
188,529,155,31
124,317,375,87
89,194,480,140
166,415,266,56
106,266,412,119
121,335,349,98
182,555,135,31
190,518,165,30
122,325,351,105
43,72,604,184
111,310,366,116
158,354,302,89
126,357,328,92
149,402,282,70
67,170,515,151
16,30,640,217
