TQ,FQ,TS,FS
56,158,511,178
218,648,30,7
26,45,611,221
221,620,55,7
49,171,513,170
24,30,658,191
30,37,639,197
180,508,163,52
64,170,491,178
225,613,55,10
176,530,155,42
25,49,610,219
22,36,646,199
229,620,43,11
20,54,650,179
214,637,48,4
221,637,40,5
244,602,51,6
227,627,44,5
24,33,641,205
32,47,619,205
195,526,139,43
24,35,643,201
226,629,46,2
24,42,642,195
167,507,185,44
15,38,636,214
180,510,171,42
27,35,643,198
216,621,63,3
209,647,43,4
36,59,624,184
178,507,169,49
223,629,47,4
0,0,676,227
237,608,48,10
21,33,652,197
29,46,638,190
162,517,168,56
68,169,501,165
