TQ,FQ,TS,FS
83,129,540,151
113,255,423,112
105,230,426,142
181,416,259,47
197,515,169,22
66,162,526,149
61,145,531,166
82,139,532,150
81,132,529,161
132,275,393,103
174,451,234,44
212,530,129,32
0,0,682,221
147,327,336,93
155,465,239,44
137,316,369,81
145,342,335,81
245,620,33,5
229,635,36,3
77,132,542,152
197,439,227,40
231,627,38,7
52,97,581,173
179,456,219,49
73,124,560,146
137,312,380,74
201,507,167,28
173,420,261,49
177,420,258,48
65,144,540,154
164,441,249,49
161,418,265,59
72,142,534,155
187,462,214,40
176,451,225,51
75,146,510,172
145,320,365,73
208,637,47,11
59,118,567,159
73,135,535,160
