TQ,FQ,TS,FS
170,372,297,64
172,389,289,53
183,376,280,64
155,383,292,73
160,384,300,59
148,388,300,67
171,404,272,56
165,353,318,67
176,383,278,66
172,382,286,63
157,405,280,61
177,388,271,67
154,402,280,67
174,380,283,66
135,406,298,64
159,391,294,59
172,372,305,54
179,382,271,71
166,391,280,66
163,371,303,66
176,376,290,61
167,363,302,71
173,392,286,52
158,370,305,70
159,374,310,60
156,380,312,55
181,399,275,48
163,404,277,59
163,390,288,62
161,386,298,58
157,390,300,56
163,400,283,57
168,415,261,59
172,381,295,55
169,375,301,58
182,397,259,65
158,386,299,60
161,390,294,58
166,393,292,52
166,386,284,67
