TQ,FQ,TS,FS
162,391,278,72
157,391,287,68
157,374,282,90
152,358,317,76
142,384,300,77
136,419,269,79
157,409,267,70
148,384,287,84
161,362,299,81
20,36,632,215
28,64,621,190
230,587,72,14
148,406,276,73
168,399,264,72
128,403,301,71
19,70,615,199
27,42,635,199
166,387,266,84
226,603,68,6
162,402,272,67
158,367,299,79
26,39,626,212
217,611,67,8
219,626,49,9
143,401,283,76
147,396,296,64
215,606,68,14
211,608,73,11
168,404,274,57
205,615,69,14
141,402,288,72
214,617,66,6
218,619,57,9
220,616,60,7
212,605,71,15
159,374,282,88
141,355,330,77
210,616,68,9
204,612,73,14
163,392,278,70
