TQ,FQ,TS,FS
164,338,331,70
215,627,51,10
151,342,314,96
156,353,322,72
152,357,327,67
150,365,323,65
155,348,328,72
154,349,322,78
161,344,317,81
158,344,324,77
0,0,685,218
172,369,290,72
152,355,327,69
157,344,319,83
134,384,320,65
151,355,330,67
0,0,677,226
179,346,307,71
221,615,56,11
164,346,328,65
166,355,311,71
166,334,331,72
157,353,325,68
149,349,326,79
159,347,337,60
147,356,336,64
161,346,328,68
155,346,335,67
162,361,317,63
159,366,318,60
152,355,335,61
157,354,329,63
157,364,312,70
162,351,325,65
146,353,323,81
174,355,301,73
157,345,340,61
158,357,327,61
153,341,344,65
158,339,331,75
