TQ,FQ,TS,FS
148,283,386,86
122,272,406,103
139,247,409,108
116,264,411,112
128,318,366,91
133,309,379,82
196,567,109,31
141,264,407,91
136,265,396,106
134,270,398,101
130,316,369,88
154,298,361,90
131,308,374,90
144,305,358,96
117,317,387,82
129,294,391,89
214,590,87,12
156,270,383,94
129,267,404,103
216,585,89,13
140,282,384,97
153,271,394,85
136,275,403,89
124,266,409,104
136,283,401,83
124,304,388,87
144,286,388,85
204,565,116,18
149,289,389,76
129,292,392,90
129,290,400,84
128,268,415,92
210,575,101,17
9,22,654,218
130,296,380,97
140,272,384,107
139,268,417,79
132,299,385,87
123,276,409,95
130,296,374,103
