TQ,FQ,TS,FS
101,184,485,133
177,442,236,48
87,170,486,160
100,186,489,128
190,517,167,29
89,201,487,126
91,203,473,136
102,181,490,130
0,0,661,242
104,171,497,131
95,191,494,123
84,158,501,160
168,472,210,53
97,182,481,143
157,481,223,42
187,535,150,31
112,266,411,114
131,252,401,119
97,169,502,135
196,527,147,33
112,191,475,125
108,183,482,130
179,451,227,46
117,269,406,111
91,178,506,128
92,188,504,119
196,521,153,33
115,262,419,107
104,196,482,121
98,200,484,121
91,189,501,122
192,518,165,28
105,205,471,122
198,515,161,29
94,198,478,133
125,271,385,122
90,174,511,128
103,189,495,116
88,170,515,130
172,448,222,61
