TQ,FQ,TS,FS
234,638,31,0
176,512,166,49
245,631,25,2
186,506,169,42
177,509,175,42
164,525,163,51
182,518,158,45
182,515,156,50
239,639,22,3
13,32,636,222
180,524,161,38
17,23,636,227
176,511,171,45
12,24,639,228
11,21,683,188
153,498,187,65
183,514,163,43
249,623,30,1
232,641,30,0
197,506,168,32
14,30,636,223
237,644,21,1
223,646,32,2
226,649,26,2
18,26,658,201
167,511,181,44
13,20,654,216
0,0,681,222
17,37,641,208
17,32,652,202
210,666,24,3
176,516,167,44
225,651,25,2
11,29,647,216
225,642,34,2
14,28,628,233
173,512,173,45
13,26,658,206
0,2,683,218
190,509,161,43
