TQ,FQ,TS,FS
101,168,501,133
112,198,480,113
86,120,536,161
115,201,474,113
101,194,490,118
115,191,497,100
155,364,312,72
123,268,403,109
114,196,465,128
103,212,456,132
166,380,305,52
122,201,458,122
165,404,278,56
115,200,463,125
94,212,492,105
123,259,426,95
131,254,423,95
119,175,478,131
99,172,499,133
61,87,587,168
60,77,589,177
185,379,286,53
96,195,483,129
101,205,470,127
106,207,477,113
103,213,479,108
180,424,250,49
118,186,495,104
114,208,470,111
153,391,293,66
92,211,479,121
128,265,418,92
107,191,485,120
120,258,418,107
147,301,375,80
122,205,451,125
170,392,293,48
90,184,500,129
123,262,423,95
88,118,552,145
