TQ,FQ,TS,FS
136,260,409,98
137,256,422,88
126,238,418,121
129,272,403,99
127,263,421,92
204,600,88,11
125,255,421,102
125,256,415,107
225,573,88,17
221,595,73,14
127,273,412,91
142,280,379,102
122,266,416,99
140,253,410,100
187,618,86,12
128,271,414,90
133,272,405,93
152,261,392,98
123,253,418,109
120,254,420,109
143,277,389,94
133,248,417,105
130,260,418,95
127,252,423,101
136,274,410,83
127,264,428,84
148,271,403,81
132,260,421,90
127,278,400,98
134,266,418,85
130,253,437,83
135,270,413,85
132,286,390,95
138,285,391,89
122,271,405,105
139,271,385,108
127,248,437,91
138,269,415,81
126,254,431,92
123,255,415,110
