TQ,FQ,TS,FS
186,388,281,48
169,403,275,56
0,0,656,247
160,391,284,68
162,404,280,57
166,411,277,49
172,403,273,55
171,378,293,61
241,653,8,1
173,396,272,62
164,425,260,54
186,407,252,58
166,400,282,55
173,414,249,67
148,440,264,51
167,403,282,51
173,384,293,53
193,391,262,57
164,393,278,68
174,389,285,55
178,404,262,59
184,387,278,54
177,393,285,48
171,389,286,57
170,394,290,49
156,411,281,55
229,671,3,0
168,385,296,54
169,405,273,56
163,409,275,56
161,408,282,52
170,404,279,50
173,418,258,54
173,393,283,54
171,395,281,56
187,391,265,60
168,379,306,50
166,411,273,53
166,414,271,52
172,404,266,61
