TQ,FQ,TS,FS
213,540,129,21
6,7,671,219
221,524,132,26
198,543,132,30
199,561,123,20
192,550,138,23
205,541,135,22
5,8,663,227
213,535,126,29
2,6,662,233
194,549,136,24
2,10,649,242
2,10,672,219
0,0,663,240
180,583,121,19
1,9,676,217
197,552,125,29
225,519,134,25
203,539,132,29
0,0,674,229
210,546,120,27
4,8,657,234
3,5,673,222
6,11,664,222
4,7,677,215
183,552,140,28
4,3,671,225
5,5,676,217
212,553,125,13
200,545,139,19
3,12,678,210
201,542,141,19
203,547,129,24
3,16,660,224
207,540,136,20
216,528,128,31
190,551,134,28
192,546,138,27
4,9,676,214
0,0,670,233
