TQ,FQ,TS,FS
190,437,232,44
0,0,678,225
195,416,240,52
177,427,248,51
176,464,220,43
179,455,233,36
185,452,224,42
186,438,233,46
0,0,661,242
187,431,237,48
181,463,222,37
204,462,197,40
218,665,17,3
190,441,222,50
158,495,209,41
178,431,254,40
181,443,234,45
212,441,212,38
177,428,243,55
192,441,233,37
195,440,226,42
204,434,231,34
184,450,228,41
187,442,233,41
181,451,233,38
169,468,224,42
198,429,245,31
184,433,248,38
190,451,227,35
188,444,240,31
169,436,254,44
190,442,241,30
179,458,218,48
195,453,223,32
184,437,239,43
0,0,656,247
184,432,253,34
183,449,235,36
175,448,237,43
187,438,232,46
