TQ,FQ,TS,FS
115,222,447,119
171,439,239,54
118,281,375,129
126,283,392,102
123,285,399,96
188,527,161,27
97,236,440,130
137,310,361,95
111,233,428,131
99,220,448,136
159,474,211,59
204,492,167,40
188,513,169,33
101,225,438,139
105,296,408,94
88,218,467,130
133,321,356,93
125,214,439,125
204,492,179,28
197,508,166,32
116,233,433,121
214,506,159,24
80,187,491,145
105,243,432,123
195,537,147,24
98,222,470,113
199,492,182,30
204,539,142,18
208,537,141,17
92,231,453,127
118,286,404,95
105,226,457,115
104,231,445,123
127,294,382,100
122,299,377,105
143,292,364,104
95,211,474,123
99,220,464,120
123,293,392,95
104,231,439,129
