TQ,FQ,TS,FS
153,286,383,81
11,28,650,214
173,345,311,74
130,238,437,98
151,361,323,68
144,286,402,71
123,256,420,104
132,289,382,100
128,251,410,114
103,181,487,132
143,276,409,75
151,285,374,93
179,489,193,42
134,240,423,106
115,279,425,84
149,366,319,69
127,268,409,99
153,260,393,97
138,260,411,94
159,328,346,70
72,133,533,165
131,249,416,107
130,293,385,95
131,259,416,97
126,262,422,93
125,270,422,86
140,263,411,89
66,99,582,156
157,365,313,68
124,253,431,95
133,274,416,80
161,364,319,59
163,331,345,64
152,338,338,75
120,239,437,107
95,161,495,152
130,270,415,88
106,262,422,113
118,237,448,100
136,290,380,97
