TQ,FQ,TS,FS
218,567,102,16
211,581,97,14
229,559,97,18
204,572,103,24
208,577,107,11
0,0,688,215
0,0,676,227
209,558,113,23
226,556,105,16
214,562,106,21
200,582,103,18
227,565,94,17
205,582,100,16
220,559,104,20
0,0,704,199
201,563,122,17
208,576,101,18
228,548,105,22
213,559,112,19
214,560,114,15
216,567,99,21
0,0,665,238
0,0,678,225
211,558,117,17
197,573,111,22
0,0,692,211
216,563,111,13
209,558,123,13
0,0,678,225
207,572,112,12
197,578,112,16
206,573,110,14
211,577,99,16
221,578,98,6
215,562,114,12
224,559,97,23
199,579,106,19
201,575,109,18
196,570,115,22
215,563,107,18
