TQ,FQ,TS,FS
36,61,608,198
175,506,172,50
85,179,477,162
179,477,198,49
213,638,46,6
88,179,509,127
173,508,168,54
31,67,604,201
32,71,590,210
93,191,477,142
213,636,49,5
83,189,470,161
35,61,621,186
237,625,38,3
70,207,497,129
24,58,627,194
29,68,609,197
243,603,50,7
81,187,484,151
32,44,630,197
80,164,502,157
38,84,581,200
74,201,477,151
224,624,51,4
210,632,52,9
29,51,641,182
220,614,60,9
22,49,632,200
73,188,490,152
39,65,619,180
204,629,61,9
78,210,473,142
23,54,622,204
221,623,53,6
178,492,184,49
187,488,168,60
160,533,152,58
30,61,623,189
208,630,55,10
222,621,49,11
