TQ,FQ,TS,FS
0,1,668,234
0,0,678,225
244,605,51,3
221,624,51,7
0,0,684,219
210,633,55,5
223,627,49,4
225,616,55,7
236,611,50,6
231,620,48,4
210,636,49,8
237,618,41,7
0,0,682,221
0,0,663,240
194,655,49,5
0,1,684,218
220,617,60,6
244,594,59,6
0,1,670,232
0,0,674,229
230,623,43,7
233,613,52,5
223,625,53,2
0,2,673,228
213,626,58,6
205,626,66,6
223,615,59,6
218,620,61,4
222,628,50,3
214,631,53,5
210,637,53,3
0,0,683,220
222,631,45,5
226,625,51,1
223,614,62,4
0,0,656,247
214,634,51,4
213,627,57,6
0,0,685,218
0,0,670,233
