TQ,FQ,TS,FS
162,330,339,72
57,88,590,168
71,93,563,176
107,220,455,121
196,540,144,23
91,233,455,124
149,331,345,78
144,312,359,88
180,428,233,62
174,411,257,61
57,92,593,161
166,339,320,78
200,567,115,21
149,326,337,91
101,231,473,98
80,215,470,138
172,398,279,54
230,532,121,20
214,525,146,18
60,83,591,169
154,339,327,83
73,100,565,165
154,339,339,71
151,332,343,77
141,334,350,78
111,216,476,100
210,577,97,19
147,312,369,75
119,233,445,106
143,318,366,76
78,176,514,135
142,324,359,78
137,334,342,90
153,300,376,74
208,559,117,19
123,238,418,124
57,93,592,161
106,219,465,113
56,95,590,162
217,543,127,16
