TQ,FQ,TS,FS
137,265,404,97
133,309,369,92
113,253,403,134
130,274,401,98
124,280,404,95
127,331,357,88
129,287,389,98
148,318,353,84
131,272,389,111
132,261,407,103
204,588,97,14
224,553,106,20
122,278,404,99
125,275,388,115
106,293,411,93
111,268,417,107
24,38,639,202
141,254,399,109
129,241,430,103
140,272,402,89
223,559,107,14
134,266,399,104
138,285,393,87
120,284,391,108
200,559,125,19
189,572,120,22
204,528,146,25
119,273,408,103
147,315,363,78
125,331,353,94
195,581,109,18
128,268,415,92
131,280,396,96
138,282,394,89
121,284,392,106
137,273,383,110
119,259,426,99
127,286,398,92
119,255,430,99
217,558,112,16
