TQ,FQ,TS,FS
119,237,432,115
144,340,338,81
125,221,435,122
108,221,454,120
212,651,33,7
113,208,480,102
132,348,328,95
110,253,418,122
32,87,574,210
114,241,427,121
2,7,678,216
125,232,427,119
101,212,470,120
112,203,460,128
58,144,560,141
99,221,464,119
159,343,334,67
118,201,452,132
167,442,229,65
1,8,666,228
114,235,431,123
119,227,438,119
104,249,429,121
113,217,458,115
104,219,465,115
100,210,482,111
90,165,509,139
107,207,474,115
85,149,529,140
116,234,450,103
103,243,447,110
196,573,110,24
171,408,268,56
109,225,451,118
159,403,273,68
29,57,599,218
97,206,479,121
88,200,484,131
108,217,468,110
175,406,264,58
