TQ,FQ,TS,FS
212,489,180,22
0,0,678,225
216,485,171,31
192,508,167,36
196,518,166,23
189,509,179,26
204,504,172,23
201,493,178,31
214,496,165,28
213,505,163,22
0,0,685,218
0,0,659,244
194,508,174,27
211,497,166,29
168,553,151,31
194,512,173,24
198,495,182,28
0,1,652,250
204,494,177,28
203,503,171,26
0,2,664,237
213,481,184,25
208,511,167,17
205,500,175,23
194,510,174,25
184,516,176,27
209,492,182,20
195,485,196,27
0,0,678,225
197,516,168,22
186,515,175,27
199,506,177,21
200,527,149,27
205,512,164,22
205,501,175,22
0,0,656,247
192,504,181,26
194,506,178,25
0,0,685,218
207,501,169,26
