TQ,FQ,TS,FS
220,558,111,14
215,629,49,10
114,196,460,133
119,215,460,109
116,226,458,103
191,556,132,24
108,198,478,119
106,187,484,126
115,185,476,127
116,186,482,119
112,226,459,106
133,229,430,111
115,222,460,106
115,199,464,125
90,207,497,109
193,521,164,25
118,220,457,108
138,210,443,112
115,201,470,117
113,215,459,116
129,220,446,108
116,183,482,122
200,547,131,25
115,204,471,113
198,539,145,21
112,221,471,99
123,206,468,106
115,216,465,107
118,227,451,107
111,198,486,108
183,528,162,30
125,221,462,95
122,234,442,105
124,233,443,103
109,227,449,118
119,230,426,128
113,203,482,105
124,223,461,95
109,179,506,109
114,207,463,119
