TQ,FQ,TS,FS
174,342,327,60
157,350,328,68
155,322,334,92
149,324,351,79
153,374,310,66
138,359,329,77
164,338,338,63
164,374,297,68
171,331,330,71
164,348,320,71
153,360,325,65
172,359,300,72
153,347,335,68
159,337,326,81
129,380,324,70
154,343,342,64
158,348,329,68
174,328,325,76
162,334,337,70
159,333,341,70
176,370,296,61
182,346,319,56
0,0,678,225
165,345,330,63
154,352,332,65
137,349,343,74
170,318,356,59
151,323,358,71
167,351,327,58
163,372,312,56
139,342,348,74
204,560,123,16
163,369,307,64
164,349,327,63
163,352,324,64
159,319,337,88
153,344,341,65
150,341,343,69
148,349,336,70
159,341,329,74
