TQ,FQ,TS,FS
140,251,418,94
120,257,421,105
162,381,275,85
88,192,483,140
185,485,199,34
203,594,94,12
132,305,371,95
55,134,537,177
220,552,109,22
181,405,263,54
126,333,352,92
28,31,628,216
45,92,590,176
86,183,480,154
98,288,416,101
47,113,572,171
19,48,629,207
7,19,634,243
211,539,132,21
76,151,523,153
57,118,548,180
151,348,317,87
194,503,175,31
201,540,135,27
73,155,529,146
162,463,229,49
62,144,530,167
172,423,258,50
137,351,327,88
202,578,106,17
195,596,94,18
201,597,86,19
125,347,329,102
210,579,97,17
109,275,401,118
131,318,338,116
166,424,261,52
137,364,320,82
198,542,143,20
208,531,139,25
