TQ,FQ,TS,FS
179,406,263,55
165,423,255,60
178,388,268,69
168,398,277,60
164,421,263,55
147,418,270,68
165,420,256,62
169,428,243,63
164,360,301,78
177,406,262,58
211,621,64,7
163,395,264,81
162,430,252,59
172,404,259,68
148,444,260,51
157,401,284,61
173,422,255,53
242,590,63,8
0,0,671,232
171,404,270,58
183,427,239,54
232,611,54,6
216,617,61,9
167,417,258,61
205,602,82,14
153,409,283,58
16,28,646,213
163,413,268,59
171,411,267,54
209,602,82,10
158,422,268,55
165,398,285,55
155,388,288,72
175,412,264,52
155,387,289,72
161,375,281,86
157,423,262,61
146,385,299,73
153,412,273,65
176,414,256,57
