TQ,FQ,TS,FS
168,328,341,66
148,338,340,77
162,312,344,85
144,321,354,84
146,347,337,73
150,348,340,65
149,341,335,78
160,320,351,72
162,328,333,80
152,333,335,83
145,354,331,73
172,351,308,72
154,340,342,67
156,352,311,84
140,368,336,59
157,341,344,61
157,332,345,69
171,325,328,79
146,311,360,86
163,325,349,66
161,335,331,76
168,315,350,70
162,340,338,63
149,333,342,79
155,330,354,64
135,346,346,76
167,338,336,62
149,305,376,73
154,344,334,71
151,341,343,68
148,339,351,65
153,336,347,67
159,343,333,68
164,334,342,63
149,337,339,78
164,333,323,83
155,317,368,63
153,349,335,66
149,335,350,69
151,331,339,82
