TQ,FQ,TS,FS
165,312,357,69
138,318,360,87
157,300,356,90
131,305,370,97
149,339,345,70
139,331,357,76
147,300,376,80
145,282,389,87
156,322,339,86
153,332,336,82
140,351,334,78
0,0,659,244
148,323,359,73
229,600,63,11
131,342,362,68
142,330,355,76
210,587,90,16
173,315,338,77
143,322,349,89
150,308,366,79
162,337,329,75
170,295,370,68
166,320,358,59
145,296,379,83
147,328,356,72
131,317,375,80
150,295,379,79
146,288,393,76
218,603,75,7
144,316,368,75
207,636,54,6
146,323,360,74
154,331,345,73
162,323,353,65
151,329,347,76
160,321,335,87
149,305,380,69
147,313,371,72
142,317,368,76
145,312,358,88
