TQ,FQ,TS,FS
156,336,333,78
76,161,517,149
189,440,216,58
71,150,525,157
150,339,345,69
105,288,400,110
85,193,483,142
125,299,372,107
157,340,321,85
113,241,427,122
167,458,227,51
182,415,244,62
111,305,377,110
119,254,409,121
158,467,237,41
96,283,402,122
81,186,491,145
103,185,468,147
78,139,532,154
201,486,188,28
148,336,330,89
233,608,57,5
93,198,480,132
214,607,68,14
113,277,407,106
125,301,391,86
104,243,431,125
182,492,189,40
142,317,361,83
163,433,251,56
75,172,518,138
162,408,275,58
173,414,262,54
78,158,518,149
174,420,256,53
152,341,315,95
167,428,257,51
104,257,427,115
111,262,423,107
129,280,390,104
