TQ,FQ,TS,FS
132,245,424,102
127,248,430,98
129,253,403,118
219,614,61,9
124,277,407,95
124,263,425,91
123,274,402,104
123,245,426,109
225,579,82,17
140,249,419,95
125,247,438,93
133,262,397,111
131,266,416,90
128,240,423,112
185,613,91,14
116,252,433,102
131,278,399,95
231,574,79,19
122,258,413,110
126,271,403,103
139,258,408,98
137,253,412,101
207,605,73,18
132,262,413,96
126,243,441,93
127,265,427,84
140,264,410,89
129,250,431,93
127,275,403,98
137,267,417,82
126,234,456,87
123,256,427,97
135,280,396,92
215,591,85,12
128,276,400,99
137,266,390,110
125,238,447,93
219,681,3,0
126,254,431,92
131,262,408,102
