TQ,FQ,TS,FS
231,635,34,3
28,63,615,197
242,612,44,5
73,220,455,155
2,6,678,217
30,55,633,185
24,52,624,203
26,51,620,206
179,467,194,63
175,475,193,60
34,68,617,184
239,626,33,5
165,494,188,56
21,37,626,219
23,62,642,176
211,638,47,7
27,49,628,199
29,41,612,221
229,635,36,3
31,62,612,198
85,196,470,152
234,628,37,4
221,631,47,4
174,494,181,54
36,67,617,183
161,502,190,50
82,221,453,147
168,496,185,54
0,5,673,225
69,215,469,150
209,658,32,4
166,466,217,54
168,483,193,59
28,66,610,199
22,37,639,205
241,623,33,6
158,492,193,60
213,649,35,6
151,482,203,67
228,634,36,5
