TQ,FQ,TS,FS
0,0,669,234
183,418,260,42
182,409,247,65
171,409,266,57
167,452,232,52
167,447,241,48
174,428,248,53
179,438,233,53
190,414,247,52
187,412,256,48
170,460,225,48
196,456,203,48
178,454,228,43
181,413,250,59
151,471,233,48
158,412,273,60
180,448,229,46
196,419,234,54
172,409,262,60
180,435,239,49
183,415,251,54
196,430,235,42
171,430,248,54
0,0,675,228
173,430,254,46
165,416,276,46
188,426,248,41
172,436,245,50
183,446,232,42
177,439,245,42
0,0,690,213
169,413,270,51
164,431,245,63
0,0,676,227
180,434,242,47
185,432,224,62
174,415,270,44
0,0,684,219
172,431,254,46
180,421,249,53
