TQ,FQ,TS,FS
191,477,192,43
144,357,321,81
87,190,466,160
46,90,585,182
216,681,3,3
187,543,145,28
227,675,1,0
167,419,252,65
160,338,323,82
49,86,582,186
195,540,145,23
162,360,299,82
147,425,257,74
240,662,1,0
0,0,704,199
58,142,543,160
146,365,312,80
65,106,547,185
82,170,501,150
109,247,427,120
129,293,373,108
56,115,550,182
159,400,278,66
116,257,418,112
128,300,384,91
71,153,539,140
178,503,171,51
171,433,248,51
160,463,215,65
143,409,275,76
24,53,637,189
201,588,95,19
64,143,533,163
153,350,326,74
138,361,315,89
54,105,551,193
0,0,685,218
56,92,592,163
139,348,337,79
163,400,270,70
