TQ,FQ,TS,FS
198,431,238,36
185,459,219,40
199,427,229,48
176,441,234,52
180,450,234,39
174,444,244,41
186,441,235,41
181,421,250,51
191,445,216,51
193,451,217,42
179,467,218,39
0,0,659,244
179,461,221,42
191,446,217,49
158,477,227,41
177,452,233,41
184,428,249,42
207,440,213,43
185,447,224,47
189,435,239,40
0,3,663,237
191,422,243,47
196,441,237,29
184,437,238,44
178,442,242,41
168,442,250,43
192,438,236,37
181,427,254,41
186,452,226,39
178,448,236,41
0,0,690,213
0,0,683,220
189,461,215,38
191,443,233,36
191,439,237,36
203,449,207,44
177,446,239,41
182,451,233,37
176,459,226,42
189,437,233,44
