TQ,FQ,TS,FS
187,481,188,47
172,470,208,53
245,630,26,2
164,447,228,64
170,483,201,49
163,500,188,52
174,483,193,53
182,475,196,50
195,447,214,47
192,455,213,43
173,478,207,45
187,462,197,57
175,488,194,46
175,436,227,65
150,479,225,49
156,467,218,62
182,470,207,44
198,455,198,52
176,444,227,56
186,456,218,43
194,470,196,43
204,462,203,34
181,477,201,44
179,479,196,49
170,479,205,49
168,468,224,43
194,464,210,35
161,462,219,61
0,1,677,225
176,491,193,43
9,25,665,204
180,473,210,40
168,470,206,59
7,23,653,220
0,0,676,227
190,471,185,57
212,657,28,6
174,478,206,45
162,452,233,56
186,469,201,47
