TQ,FQ,TS,FS
74,155,514,160
221,662,16,4
242,631,25,5
33,40,635,195
213,667,17,6
206,663,25,9
74,131,545,153
30,50,621,202
183,514,147,59
74,170,498,161
67,161,524,151
241,638,21,3
216,653,29,5
188,510,153,52
55,159,545,144
79,175,510,139
69,156,521,157
72,160,493,178
231,649,22,1
27,46,628,202
29,38,628,208
234,637,28,4
31,40,638,194
18,46,629,210
77,149,535,142
25,43,649,186
8,9,665,221
27,48,633,195
222,651,27,3
63,162,522,156
208,669,21,5
33,51,632,187
20,37,639,207
68,158,518,159
70,154,522,157
30,49,607,217
71,153,532,147
71,172,512,148
213,659,26,5
71,147,523,162
