TQ,FQ,TS,FS
201,507,162,33
14,18,660,211
200,487,169,47
189,500,175,39
189,524,160,30
172,528,160,43
191,512,164,36
7,25,646,225
8,23,638,234
9,23,645,226
185,515,170,33
206,509,150,38
182,517,165,39
195,500,163,45
161,535,169,38
215,660,25,3
186,518,159,40
207,487,166,43
196,502,169,36
196,487,187,33
203,518,148,34
210,516,149,28
198,516,162,27
226,645,30,2
177,507,177,42
10,22,670,201
200,496,178,29
184,499,182,38
196,512,166,29
187,509,175,32
176,517,173,37
17,31,652,203
186,512,164,41
202,522,154,25
196,511,165,31
199,491,165,48
10,14,671,208
178,505,179,41
172,496,189,46
231,640,30,2
