TQ,FQ,TS,FS
190,407,262,44
172,411,267,53
187,382,274,60
163,397,278,65
171,426,258,48
163,406,282,52
175,388,288,52
179,407,264,53
183,385,276,59
181,399,269,54
167,432,253,51
193,416,243,51
0,0,682,221
184,405,258,56
151,444,260,48
169,402,283,49
174,416,261,52
196,397,256,54
173,388,283,59
175,398,276,54
190,422,244,47
198,391,274,40
186,410,268,39
176,387,288,52
170,419,265,49
158,425,267,53
180,366,308,49
176,382,299,46
183,404,274,42
179,419,265,40
159,414,276,54
169,391,292,51
178,423,253,49
182,407,269,45
178,414,262,49
187,394,262,60
171,404,281,47
169,418,266,50
168,417,268,50
168,393,277,65
